state code,date,visits,clinic,notes
MD,2026-02-23,4,Riverstone Medical,
ID,2026-02-23,6,Community Care,seasonal spike expected
ID,2026-02-23,6,Lakeview Clinic,seasonal spike expected
ID,2026-02-23,3,Northside Health,seasonal spike expected
ND,2026-02-23,2,Community Care,telehealth ok
ND,2026-02-23,4,Riverstone Medical,telehealth ok
ND,2026-02-23,4,Northside Health,seasonal spike expected
KS,2026-02-23,5,Riverstone Medical,
KS,2026-02-23,3,Downtown Clinic,
KS,2026-02-23,3,Community Care,seasonal spike expected
VT,2026-02-23,3,Northside Health,seasonal spike expected
VT,2026-02-23,4,Downtown Clinic,telehealth ok
VT,2026-02-23,2,Lakeview Clinic,telehealth ok
MI,2026-02-23,5,Downtown Clinic,telehealth ok
MI,2026-02-23,5,Northside Health,seasonal spike expected
MI,2026-02-23,2,Community Care,seasonal spike expected
NY,2026-02-23,5,Northside Health,
NY,2026-02-23,5,Downtown Clinic,
NY,2026-02-23,6,Riverstone Medical,telehealth ok
UT,2026-02-23,5,Downtown Clinic,seasonal spike expected
UT,2026-02-23,4,Lakeview Clinic,
UT,2026-02-23,5,Northside Health,telehealth ok
TX,2026-02-23,7,Riverstone Medical,
TX,2026-02-23,3,Lakeview Clinic,
TX,2026-02-23,6,Downtown Clinic,telehealth ok
LA,2026-02-23,5,Community Care,seasonal spike expected
LA,2026-02-23,5,Lakeview Clinic,seasonal spike expected
LA,2026-02-23,3,Northside Health,seasonal spike expected
WV,2026-02-23,2,Community Care,seasonal spike expected
WV,2026-02-23,5,Riverstone Medical,telehealth ok
WV,2026-02-23,2,Northside Health,
NJ,2026-02-23,5,Riverstone Medical,
NJ,2026-02-23,6,Northside Health,
NJ,2026-02-23,4,Downtown Clinic,seasonal spike expected
NM,2026-02-23,3,Downtown Clinic,telehealth ok
NM,2026-02-23,6,Lakeview Clinic,telehealth ok
NM,2026-02-23,2,Riverstone Medical,seasonal spike expected
MN,2026-02-23,4,Riverstone Medical,telehealth ok
MN,2026-02-23,5,Downtown Clinic,
MN,2026-02-23,5,Lakeview Clinic,
MS,2026-02-23,3,Community Care,seasonal spike expected
MS,2026-02-23,4,Downtown Clinic,seasonal spike expected
MS,2026-02-23,2,Lakeview Clinic,
VA,2026-02-23,6,Riverstone Medical,
VA,2026-02-23,4,Lakeview Clinic,telehealth ok
VA,2026-02-23,2,Downtown Clinic,seasonal spike expected
AR,2026-02-23,2,Lakeview Clinic,seasonal spike expected
AR,2026-02-23,6,Riverstone Medical,
AR,2026-02-23,5,Community Care,seasonal spike expected
WY,2026-02-24,4,Lakeview Clinic,telehealth ok
WY,2026-02-24,2,Community Care,seasonal spike expected
WY,2026-02-24,3,Riverstone Medical,
OR,2026-02-24,2,Riverstone Medical,seasonal spike expected
OR,2026-02-24,5,Downtown Clinic,
OR,2026-02-24,6,Community Care,
CA,2026-02-24,3,Lakeview Clinic,seasonal spike expected
CA,2026-02-24,7,Riverstone Medical,telehealth ok
CA,2026-02-24,5,Northside Health,seasonal spike expected
GA,2026-02-24,2,Northside Health,
GA,2026-02-24,6,Downtown Clinic,seasonal spike expected
GA,2026-02-24,4,Lakeview Clinic,telehealth ok
AK,2026-02-24,3,Riverstone Medical,
AK,2026-02-24,4,Lakeview Clinic,telehealth ok
AK,2026-02-24,5,Downtown Clinic,
HI,2026-02-24,5,Northside Health,telehealth ok
HI,2026-02-24,3,Downtown Clinic,telehealth ok
HI,2026-02-24,4,Lakeview Clinic,
PA,2026-02-24,4,Community Care,telehealth ok
PA,2026-02-24,6,Northside Health,seasonal spike expected
PA,2026-02-24,5,Riverstone Medical,seasonal spike expected
AZ,2026-02-24,3,Downtown Clinic,
AZ,2026-02-24,3,Lakeview Clinic,telehealth ok
AZ,2026-02-24,5,Northside Health,telehealth ok
RI,2026-02-24,2,Community Care,telehealth ok
RI,2026-02-24,3,Northside Health,telehealth ok
RI,2026-02-24,5,Lakeview Clinic,telehealth ok
NC,2026-02-24,3,Riverstone Medical,telehealth ok
NC,2026-02-24,6,Northside Health,telehealth ok
NC,2026-02-24,2,Lakeview Clinic,seasonal spike expected
TN,2026-02-24,4,Lakeview Clinic,seasonal spike expected
TN,2026-02-24,5,Community Care,seasonal spike expected
TN,2026-02-24,4,Riverstone Medical,
IL,2026-02-24,2,Downtown Clinic,telehealth ok
IL,2026-02-24,5,Riverstone Medical,
IL,2026-02-24,2,Lakeview Clinic,telehealth ok
NH,2026-02-24,3,Northside Health,telehealth ok
NH,2026-02-24,2,Community Care,seasonal spike expected
NH,2026-02-24,4,Lakeview Clinic,
FL,2026-02-24,5,Lakeview Clinic,
FL,2026-02-24,4,Northside Health,
FL,2026-02-24,3,Community Care,
MT,2026-02-24,4,Northside Health,
MT,2026-02-24,6,Downtown Clinic,telehealth ok
MT,2026-02-24,5,Community Care,telehealth ok
NE,2026-02-24,6,Community Care,telehealth ok
NE,2026-02-24,3,Downtown Clinic,
NE,2026-02-24,2,Riverstone Medical,telehealth ok
CT,2026-02-24,3,Riverstone Medical,seasonal spike expected
CT,2026-02-24,4,Community Care,
CT,2026-02-24,4,Downtown Clinic,telehealth ok
AL,2026-02-24,5,Northside Health,seasonal spike expected
AL,2026-02-24,4,Lakeview Clinic,
AL,2026-02-24,2,Downtown Clinic,seasonal spike expected
MD,2026-02-24,5,Downtown Clinic,seasonal spike expected
MD,2026-02-24,4,Community Care,seasonal spike expected
MD,2026-02-24,4,Northside Health,telehealth ok
ID,2026-02-24,3,Northside Health,
ID,2026-02-24,5,Downtown Clinic,
ID,2026-02-24,6,Community Care,telehealth ok
ND,2026-02-24,5,Community Care,
ND,2026-02-24,6,Northside Health,seasonal spike expected
ND,2026-02-24,3,Riverstone Medical,telehealth ok
KS,2026-02-24,5,Northside Health,telehealth ok
KS,2026-02-24,4,Lakeview Clinic,seasonal spike expected
KS,2026-02-24,4,Downtown Clinic,
VT,2026-02-24,6,Community Care,telehealth ok
VT,2026-02-24,4,Downtown Clinic,telehealth ok
VT,2026-02-24,4,Riverstone Medical,
MI,2026-02-24,4,Downtown Clinic,seasonal spike expected
MI,2026-02-24,4,Riverstone Medical,seasonal spike expected
MI,2026-02-24,4,Community Care,telehealth ok
NY,2026-02-24,4,Northside Health,seasonal spike expected
NY,2026-02-24,4,Riverstone Medical,telehealth ok
NY,2026-02-24,3,Downtown Clinic,telehealth ok
UT,2026-02-24,4,Community Care,telehealth ok
UT,2026-02-24,4,Downtown Clinic,telehealth ok
UT,2026-02-24,5,Northside Health,seasonal spike expected
TX,2026-02-24,4,Northside Health,
TX,2026-02-24,5,Riverstone Medical,seasonal spike expected
TX,2026-02-24,4,Community Care,
LA,2026-02-24,6,Riverstone Medical,telehealth ok
LA,2026-02-24,4,Lakeview Clinic,telehealth ok
LA,2026-02-24,6,Community Care,telehealth ok
WV,2026-02-24,6,Lakeview Clinic,seasonal spike expected
WV,2026-02-24,5,Riverstone Medical,
WV,2026-02-24,2,Northside Health,
NJ,2026-02-24,6,Riverstone Medical,seasonal spike expected
NJ,2026-02-24,3,Downtown Clinic,
NJ,2026-02-24,2,Northside Health,telehealth ok
NM,2026-02-24,6,Downtown Clinic,seasonal spike expected
NM,2026-02-24,4,Lakeview Clinic,telehealth ok
NM,2026-02-24,3,Northside Health,
MN,2026-02-24,6,Riverstone Medical,telehealth ok
MN,2026-02-24,5,Downtown Clinic,
MN,2026-02-24,6,Community Care,
MS,2026-02-24,3,Northside Health,seasonal spike expected
MS,2026-02-24,6,Lakeview Clinic,
MS,2026-02-24,4,Community Care,seasonal spike expected
VA,2026-02-24,6,Downtown Clinic,seasonal spike expected
VA,2026-02-24,3,Lakeview Clinic,telehealth ok
VA,2026-02-24,4,Riverstone Medical,
AR,2026-02-24,6,Northside Health,telehealth ok
AR,2026-02-24,4,Lakeview Clinic,
AR,2026-02-24,6,Downtown Clinic,telehealth ok
WY,2026-02-25,3,Lakeview Clinic,seasonal spike expected
WY,2026-02-25,2,Community Care,
WY,2026-02-25,6,Northside Health,telehealth ok
OR,2026-02-25,5,Northside Health,seasonal spike expected
OR,2026-02-25,3,Community Care,seasonal spike expected
OR,2026-02-25,5,Riverstone Medical,telehealth ok
CA,2026-02-25,3,Community Care,telehealth ok
CA,2026-02-25,5,Riverstone Medical,telehealth ok
CA,2026-02-25,7,Downtown Clinic,
GA,2026-02-25,4,Downtown Clinic,telehealth ok
GA,2026-02-25,4,Northside Health,seasonal spike expected
GA,2026-02-25,2,Community Care,telehealth ok
AK,2026-02-25,6,Community Care,
AK,2026-02-25,4,Downtown Clinic,seasonal spike expected
AK,2026-02-25,4,Lakeview Clinic,seasonal spike expected
HI,2026-02-25,5,Lakeview Clinic,seasonal spike expected
HI,2026-02-25,5,Northside Health,
HI,2026-02-25,6,Riverstone Medical,seasonal spike expected
PA,2026-02-25,3,Riverstone Medical,seasonal spike expected
PA,2026-02-25,3,Lakeview Clinic,telehealth ok
PA,2026-02-25,2,Downtown Clinic,seasonal spike expected
AZ,2026-02-25,4,Lakeview Clinic,seasonal spike expected
AZ,2026-02-25,3,Riverstone Medical,telehealth ok
AZ,2026-02-25,3,Northside Health,
RI,2026-02-25,4,Riverstone Medical,telehealth ok
RI,2026-02-25,2,Downtown Clinic,
RI,2026-02-25,4,Community Care,seasonal spike expected
NC,2026-02-25,3,Community Care,seasonal spike expected
NC,2026-02-25,5,Downtown Clinic,seasonal spike expected
NC,2026-02-25,6,Lakeview Clinic,
TN,2026-02-25,4,Lakeview Clinic,seasonal spike expected
TN,2026-02-25,2,Community Care,
TN,2026-02-25,4,Riverstone Medical,seasonal spike expected
IL,2026-02-25,3,Riverstone Medical,telehealth ok
IL,2026-02-25,2,Lakeview Clinic,telehealth ok
IL,2026-02-25,3,Community Care,
NH,2026-02-25,6,Downtown Clinic,
NH,2026-02-25,4,Northside Health,telehealth ok
NH,2026-02-25,3,Lakeview Clinic,
FL,2026-02-25,3,Lakeview Clinic,seasonal spike expected
FL,2026-02-25,6,Riverstone Medical,telehealth ok
FL,2026-02-25,4,Community Care,telehealth ok
MT,2026-02-25,4,Lakeview Clinic,
MT,2026-02-25,2,Riverstone Medical,telehealth ok
MT,2026-02-25,5,Downtown Clinic,
NE,2026-02-25,5,Community Care,
NE,2026-02-25,6,Lakeview Clinic,telehealth ok
NE,2026-02-25,5,Riverstone Medical,seasonal spike expected
CT,2026-02-25,6,Downtown Clinic,seasonal spike expected
CT,2026-02-25,2,Riverstone Medical,telehealth ok
CT,2026-02-25,6,Community Care,telehealth ok
AL,2026-02-25,5,Downtown Clinic,telehealth ok
AL,2026-02-25,5,Northside Health,telehealth ok
AL,2026-02-25,6,Community Care,telehealth ok
MD,2026-02-25,6,Downtown Clinic,
MD,2026-02-25,5,Riverstone Medical,
MD,2026-02-25,3,Lakeview Clinic,seasonal spike expected
ID,2026-02-25,2,Downtown Clinic,
ID,2026-02-25,3,Riverstone Medical,
ID,2026-02-25,4,Northside Health,
ND,2026-02-25,2,Riverstone Medical,telehealth ok
ND,2026-02-25,6,Downtown Clinic,
ND,2026-02-25,4,Community Care,telehealth ok
KS,2026-02-25,5,Riverstone Medical,seasonal spike expected
KS,2026-02-25,2,Downtown Clinic,seasonal spike expected
KS,2026-02-25,5,Community Care,telehealth ok
VT,2026-02-25,4,Lakeview Clinic,seasonal spike expected
VT,2026-02-25,5,Community Care,
VT,2026-02-25,4,Northside Health,
MI,2026-02-25,4,Northside Health,seasonal spike expected
MI,2026-02-25,6,Riverstone Medical,
MI,2026-02-25,5,Community Care,seasonal spike expected
NY,2026-02-25,5,Lakeview Clinic,seasonal spike expected
NY,2026-02-25,6,Northside Health,telehealth ok
NY,2026-02-25,5,Riverstone Medical,telehealth ok
UT,2026-02-25,6,Downtown Clinic,
UT,2026-02-25,4,Community Care,telehealth ok
UT,2026-02-25,3,Riverstone Medical,
TX,2026-02-25,5,Northside Health,telehealth ok
TX,2026-02-25,7,Downtown Clinic,
TX,2026-02-25,3,Community Care,seasonal spike expected
LA,2026-02-25,6,Downtown Clinic,
LA,2026-02-25,5,Lakeview Clinic,
LA,2026-02-25,5,Community Care,seasonal spike expected
WV,2026-02-25,6,Riverstone Medical,telehealth ok
WV,2026-02-25,3,Downtown Clinic,telehealth ok
WV,2026-02-25,6,Northside Health,telehealth ok
NJ,2026-02-25,5,Downtown Clinic,seasonal spike expected
NJ,2026-02-25,3,Northside Health,seasonal spike expected
NJ,2026-02-25,3,Riverstone Medical,seasonal spike expected
NM,2026-02-25,4,Riverstone Medical,
NM,2026-02-25,2,Lakeview Clinic,telehealth ok
NM,2026-02-25,5,Community Care,
MN,2026-02-25,2,Northside Health,seasonal spike expected
MN,2026-02-25,2,Community Care,seasonal spike expected
MN,2026-02-25,3,Downtown Clinic,telehealth ok
MS,2026-02-25,5,Northside Health,
MS,2026-02-25,4,Downtown Clinic,seasonal spike expected
MS,2026-02-25,4,Riverstone Medical,seasonal spike expected
VA,2026-02-25,3,Northside Health,
VA,2026-02-25,6,Lakeview Clinic,seasonal spike expected
VA,2026-02-25,4,Downtown Clinic,
AR,2026-02-25,2,Riverstone Medical,telehealth ok
AR,2026-02-25,4,Downtown Clinic,
AR,2026-02-25,4,Lakeview Clinic,seasonal spike expected
WY,2026-02-26,5,Northside Health,seasonal spike expected
WY,2026-02-26,3,Riverstone Medical,seasonal spike expected
WY,2026-02-26,5,Community Care,seasonal spike expected
OR,2026-02-26,5,Riverstone Medical,telehealth ok
OR,2026-02-26,4,Lakeview Clinic,
OR,2026-02-26,4,Community Care,seasonal spike expected
CA,2026-02-26,5,Northside Health,telehealth ok
CA,2026-02-26,4,Riverstone Medical,seasonal spike expected
CA,2026-02-26,5,Community Care,
GA,2026-02-26,5,Community Care,
GA,2026-02-26,6,Riverstone Medical,
GA,2026-02-26,4,Northside Health,
AK,2026-02-26,2,Community Care,
AK,2026-02-26,5,Lakeview Clinic,
AK,2026-02-26,3,Riverstone Medical,telehealth ok
HI,2026-02-26,2,Riverstone Medical,
HI,2026-02-26,4,Downtown Clinic,telehealth ok
HI,2026-02-26,3,Northside Health,telehealth ok
PA,2026-02-26,4,Downtown Clinic,telehealth ok
PA,2026-02-26,4,Riverstone Medical,telehealth ok
PA,2026-02-26,4,Lakeview Clinic,
AZ,2026-02-26,5,Riverstone Medical,seasonal spike expected
AZ,2026-02-26,4,Lakeview Clinic,
AZ,2026-02-26,2,Northside Health,seasonal spike expected
RI,2026-02-26,3,Riverstone Medical,seasonal spike expected
RI,2026-02-26,4,Downtown Clinic,seasonal spike expected
RI,2026-02-26,6,Lakeview Clinic,telehealth ok
NC,2026-02-26,3,Community Care,telehealth ok
NC,2026-02-26,6,Northside Health,seasonal spike expected
NC,2026-02-26,2,Lakeview Clinic,seasonal spike expected
TN,2026-02-26,5,Lakeview Clinic,telehealth ok
TN,2026-02-26,2,Northside Health,seasonal spike expected
TN,2026-02-26,5,Downtown Clinic,telehealth ok
IL,2026-02-26,2,Northside Health,
IL,2026-02-26,6,Riverstone Medical,seasonal spike expected
IL,2026-02-26,3,Community Care,seasonal spike expected
NH,2026-02-26,6,Lakeview Clinic,
NH,2026-02-26,2,Downtown Clinic,
NH,2026-02-26,3,Riverstone Medical,seasonal spike expected
FL,2026-02-26,7,Riverstone Medical,telehealth ok
FL,2026-02-26,4,Community Care,
FL,2026-02-26,7,Northside Health,seasonal spike expected
MT,2026-02-26,6,Riverstone Medical,
MT,2026-02-26,6,Downtown Clinic,
MT,2026-02-26,2,Community Care,seasonal spike expected
NE,2026-02-26,3,Downtown Clinic,telehealth ok
NE,2026-02-26,6,Northside Health,seasonal spike expected
NE,2026-02-26,5,Riverstone Medical,telehealth ok
CT,2026-02-26,3,Community Care,
CT,2026-02-26,4,Riverstone Medical,telehealth ok
CT,2026-02-26,3,Lakeview Clinic,telehealth ok
AL,2026-02-26,3,Lakeview Clinic,telehealth ok
AL,2026-02-26,6,Downtown Clinic,seasonal spike expected
AL,2026-02-26,6,Northside Health,
MD,2026-02-26,6,Lakeview Clinic,seasonal spike expected
MD,2026-02-26,3,Downtown Clinic,
MD,2026-02-26,3,Northside Health,seasonal spike expected
ID,2026-02-26,2,Northside Health,telehealth ok
ID,2026-02-26,4,Downtown Clinic,
ID,2026-02-26,3,Community Care,seasonal spike expected
ND,2026-02-26,3,Northside Health,seasonal spike expected
ND,2026-02-26,5,Downtown Clinic,telehealth ok
ND,2026-02-26,4,Lakeview Clinic,seasonal spike expected
KS,2026-02-26,5,Lakeview Clinic,seasonal spike expected
KS,2026-02-26,5,Northside Health,telehealth ok
KS,2026-02-26,4,Community Care,seasonal spike expected
VT,2026-02-26,5,Riverstone Medical,
VT,2026-02-26,3,Community Care,seasonal spike expected
VT,2026-02-26,3,Lakeview Clinic,seasonal spike expected
MI,2026-02-26,5,Lakeview Clinic,telehealth ok
MI,2026-02-26,4,Northside Health,telehealth ok
MI,2026-02-26,6,Riverstone Medical,telehealth ok
NY,2026-02-26,6,Community Care,seasonal spike expected
NY,2026-02-26,5,Riverstone Medical,telehealth ok
NY,2026-02-26,7,Northside Health,telehealth ok
UT,2026-02-26,2,Community Care,telehealth ok
UT,2026-02-26,6,Northside Health,telehealth ok
UT,2026-02-26,3,Downtown Clinic,
TX,2026-02-26,6,Riverstone Medical,
TX,2026-02-26,5,Downtown Clinic,seasonal spike expected
TX,2026-02-26,7,Lakeview Clinic,seasonal spike expected
LA,2026-02-26,2,Riverstone Medical,telehealth ok
LA,2026-02-26,4,Downtown Clinic,seasonal spike expected
LA,2026-02-26,3,Lakeview Clinic,telehealth ok
WV,2026-02-26,5,Downtown Clinic,
WV,2026-02-26,5,Lakeview Clinic,seasonal spike expected
WV,2026-02-26,6,Community Care,telehealth ok
NJ,2026-02-26,2,Northside Health,telehealth ok
NJ,2026-02-26,4,Downtown Clinic,telehealth ok
NJ,2026-02-26,3,Lakeview Clinic,seasonal spike expected
NM,2026-02-26,2,Downtown Clinic,
NM,2026-02-26,3,Northside Health,seasonal spike expected
NM,2026-02-26,6,Community Care,telehealth ok
MN,2026-02-26,4,Lakeview Clinic,seasonal spike expected
MN,2026-02-26,6,Riverstone Medical,
MN,2026-02-26,5,Downtown Clinic,seasonal spike expected
MS,2026-02-26,3,Lakeview Clinic,telehealth ok
MS,2026-02-26,2,Community Care,seasonal spike expected
MS,2026-02-26,2,Northside Health,
VA,2026-02-26,5,Lakeview Clinic,
VA,2026-02-26,5,Downtown Clinic,seasonal spike expected
VA,2026-02-26,4,Northside Health,seasonal spike expected
AR,2026-02-26,5,Northside Health,telehealth ok
AR,2026-02-26,2,Riverstone Medical,seasonal spike expected
AR,2026-02-26,6,Downtown Clinic,telehealth ok
WY,2026-02-27,3,Community Care,
WY,2026-02-27,5,Lakeview Clinic,telehealth ok
WY,2026-02-27,2,Downtown Clinic,telehealth ok
OR,2026-02-27,6,Lakeview Clinic,telehealth ok
OR,2026-02-27,2,Community Care,seasonal spike expected
OR,2026-02-27,3,Northside Health,seasonal spike expected
CA,2026-02-27,3,Lakeview Clinic,telehealth ok
CA,2026-02-27,7,Downtown Clinic,
CA,2026-02-27,4,Northside Health,
GA,2026-02-27,6,Riverstone Medical,seasonal spike expected
GA,2026-02-27,6,Northside Health,
GA,2026-02-27,2,Downtown Clinic,seasonal spike expected
AK,2026-02-27,3,Lakeview Clinic,seasonal spike expected
AK,2026-02-27,2,Riverstone Medical,
AK,2026-02-27,5,Community Care,telehealth ok
HI,2026-02-27,3,Lakeview Clinic,telehealth ok
HI,2026-02-27,4,Downtown Clinic,seasonal spike expected
HI,2026-02-27,2,Northside Health,seasonal spike expected
PA,2026-02-27,4,Northside Health,
PA,2026-02-27,5,Downtown Clinic,telehealth ok
PA,2026-02-27,4,Community Care,seasonal spike expected
AZ,2026-02-27,5,Riverstone Medical,telehealth ok
AZ,2026-02-27,2,Downtown Clinic,seasonal spike expected
AZ,2026-02-27,5,Lakeview Clinic,seasonal spike expected
RI,2026-02-27,3,Riverstone Medical,seasonal spike expected
RI,2026-02-27,4,Lakeview Clinic,seasonal spike expected
RI,2026-02-27,6,Northside Health,seasonal spike expected
NC,2026-02-27,4,Riverstone Medical,seasonal spike expected
NC,2026-02-27,5,Northside Health,seasonal spike expected
NC,2026-02-27,5,Community Care,seasonal spike expected
TN,2026-02-27,5,Community Care,seasonal spike expected
TN,2026-02-27,5,Northside Health,
TN,2026-02-27,2,Lakeview Clinic,telehealth ok
IL,2026-02-27,2,Lakeview Clinic,telehealth ok
IL,2026-02-27,3,Downtown Clinic,seasonal spike expected
IL,2026-02-27,3,Riverstone Medical,telehealth ok
NH,2026-02-27,2,Lakeview Clinic,seasonal spike expected
NH,2026-02-27,3,Community Care,telehealth ok
NH,2026-02-27,4,Downtown Clinic,telehealth ok
FL,2026-02-27,6,Community Care,seasonal spike expected
FL,2026-02-27,5,Downtown Clinic,telehealth ok
FL,2026-02-27,6,Northside Health,telehealth ok
MT,2026-02-27,2,Community Care,telehealth ok
MT,2026-02-27,2,Northside Health,
MT,2026-02-27,4,Lakeview Clinic,seasonal spike expected
NE,2026-02-27,6,Lakeview Clinic,seasonal spike expected
